Record_Date,Security_Type_Description,Security_Class_Description,Debt_Held_by_the_PublicM,Intragovernmental_HoldingsM,Total_Public_Debt_OutstandingM,Source_Line_Number,Fiscal_Year,Fiscal_Quarter_Number,Calendar_Year,Calendar_Quarter_Number,Calendar_Month_Number,Calendar_Day_Number
31/12/2019,Nonmarketable,Domestic Series,25473.112,0,25473.112,8,2020,1,2019,4,12,31
31/12/2019,Nonmarketable,Foreign Series,264.342,0,264.342,9,2020,1,2019,4,12,31
31/12/2019,Nonmarketable,State and Local Government Series,77751.69297,0,77751.69297,10,2020,1,2019,4,12,31
31/12/2019,Nonmarketable,United States Savings Securities,151346.8326,0,151346.8326,11,2020,1,2019,4,12,31
31/12/2019,Nonmarketable,Government Account Series,255667.9022,6006695.037,6262362.939,12,2020,1,2019,4,12,31
31/12/2019,Nonmarketable,Other,2045.101442,0,2045.101442,13,2020,1,2019,4,12,31
31/12/2019,Total Nonmarketable,_,512548.9833,6006695.037,6519244.021,14,2020,1,2019,4,12,31
31/12/2019,Total Public Debt Outstanding,_,17170441.52,6030937.647,23201380.17,15,2020,1,2019,4,12,31
30/11/2019,Marketable,Bills,2514687.488,440.5912,2515128.079,1,2020,1,2019,4,11,30
30/11/2019,Marketable,Notes,9821958.442,8470.366,9830428.808,2,2020,1,2019,4,11,30
30/11/2019,Marketable,Bonds,2357221.292,5837.1336,2363058.426,3,2020,1,2019,4,11,30
30/11/2019,Marketable,Treasury Inflation-Protected Securities,1486554.664,981.1114098,1487535.775,4,2020,1,2019,4,11,30
30/11/2019,Marketable,Floating Rate Notes,422755.566,29.42,422784.986,5,2020,1,2019,4,11,30
30/11/2019,Marketable,Federal Financing Bank,0,8809.198,8809.198,6,2020,1,2019,4,11,30
30/11/2019,Total Marketable,_,16603177.45,24567.82021,16627745.27,7,2020,1,2019,4,11,30
30/11/2019,Nonmarketable,Domestic Series,25473.112,0,25473.112,8,2020,1,2019,4,11,30
30/11/2019,Nonmarketable,Foreign Series,264.342,0,264.342,9,2020,1,2019,4,11,30
30/11/2019,Nonmarketable,State and Local Government Series,68865.03254,0,68865.03254,10,2020,1,2019,4,11,30
30/11/2019,Nonmarketable,United States Savings Securities,151842.3473,0,151842.3473,11,2020,1,2019,4,11,30
30/11/2019,Nonmarketable,Government Account Series,253799.922,5946209.795,6200009.717,12,2020,1,2019,4,11,30
30/11/2019,Nonmarketable,Other,1998.579002,0,1998.579002,13,2020,1,2019,4,11,30
30/11/2019,Total Nonmarketable,_,502243.3349,5946209.795,6448454.129,14,2020,1,2019,4,11,30
30/11/2019,Total Public Debt Outstanding,_,17105420.79,5970777.615,23076199.4,15,2020,1,2019,4,11,30
31/10/2019,Marketable,Bills,2455312.485,762.891,2456075.376,1,2020,1,2019,4,10,31
31/10/2019,Marketable,Notes,9826407.46,8537.8289,9834945.288,2,2020,1,2019,4,10,31
31/10/2019,Marketable,Bonds,2329495.881,5568.906,2335064.787,3,2020,1,2019,4,10,31
31/10/2019,Marketable,Treasury Inflation-Protected Securities,1473488.727,955.4986089,1474444.226,4,2020,1,2019,4,10,31
31/10/2019,Marketable,Floating Rate Notes,404755.4055,29.42,404784.8255,5,2020,1,2019,4,10,31
31/10/2019,Marketable,Federal Financing Bank,0,8809.198,8809.198,6,2020,1,2019,4,10,31
31/10/2019,Total Marketable,_,16489459.96,24663.74251,16514123.7,7,2020,1,2019,4,10,31
31/10/2019,Nonmarketable,Domestic Series,25473.112,0,25473.112,8,2020,1,2019,4,10,31
31/10/2019,Nonmarketable,Foreign Series,264.342,0,264.342,9,2020,1,2019,4,10,31
31/10/2019,Nonmarketable,State and Local Government Series,62591.31003,0,62591.31003,10,2020,1,2019,4,10,31
31/10/2019,Nonmarketable,United States Savings Securities,152087.8294,0,152087.8294,11,2020,1,2019,4,10,31
31/10/2019,Nonmarketable,Government Account Series,249394.016,6002434.907,6251828.923,12,2020,1,2019,4,10,31
31/10/2019,Nonmarketable,Other,2040.03747,0,2040.03747,13,2020,1,2019,4,10,31
31/10/2019,Total Nonmarketable,_,491850.6469,6002434.907,6494285.553,14,2020,1,2019,4,10,31
31/10/2019,Total Public Debt Outstanding,_,16981310.61,6027098.649,23008410.25,15,2020,1,2019,4,10,31
30/09/2019,Marketable,Bills,2376369.617,588.311,2376957.928,1,2019,4,2019,3,9,30
30/09/2019,Marketable,Notes,9755985.296,6798.4679,9762783.764,2,2019,4,2019,3,9,30
30/09/2019,Marketable,Bonds,2311516.722,7548.2667,2319064.988,3,2019,4,2019,3,9,30
30/09/2019,Marketable,Treasury Inflation-Protected Securities,1454698.227,959.08995,1455657.317,4,2019,4,2019,3,9,30
30/09/2019,Marketable,Floating Rate Notes,424067.1165,0,424067.1165,5,2019,4,2019,3,9,30
30/09/2019,Marketable,Federal Financing Bank,0,8809.198,8809.198,6,2019,4,2019,3,9,30
30/09/2019,Total Marketable,_,16322636.98,24703.33355,16347340.31,7,2019,4,2019,3,9,30
30/09/2019,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2019,4,2019,3,9,30
30/09/2019,Nonmarketable,Foreign Series,264.342,0,264.342,9,2019,4,2019,3,9,30
30/09/2019,Nonmarketable,State and Local Government Series,53808.64042,0,53808.64042,10,2019,4,2019,3,9,30
30/09/2019,Nonmarketable,United States Savings Securities,152354.8579,0,152354.8579,11,2019,4,2019,3,9,30
30/09/2019,Nonmarketable,Government Account Series,248051.7299,5885605.667,6133658.397,12,2019,4,2019,3,9,30
30/09/2019,Nonmarketable,Other,1980.60711,0,1980.60711,13,2019,4,2019,3,9,30
30/09/2019,Total Nonmarketable,_,486455.3573,5885605.667,6372061.024,14,2019,4,2019,3,9,30
30/09/2019,Total Public Debt Outstanding,_,16809092.33,5910309,22719402.34,15,2019,4,2019,3,9,30
31/08/2019,Marketable,Bills,2331300.291,614.84,2331915.131,1,2019,4,2019,3,8,31
31/08/2019,Marketable,Notes,9650801.099,5621.0669,9656422.166,2,2019,4,2019,3,8,31
31/08/2019,Marketable,Bonds,2294495.719,8571.4831,2303067.202,3,2019,4,2019,3,8,31
31/08/2019,Marketable,Treasury Inflation-Protected Securities,1439649.799,376.2029825,1440026.002,4,2019,4,2019,3,8,31
31/08/2019,Marketable,Floating Rate Notes,406061.8139,5.405,406067.2189,5,2019,4,2019,3,8,31
31/08/2019,Marketable,Federal Financing Bank,0,8809.198,8809.198,6,2019,4,2019,3,8,31
31/08/2019,Total Marketable,_,16122308.72,23998.19598,16146306.92,7,2019,4,2019,3,8,31
31/08/2019,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2019,4,2019,3,8,31
31/08/2019,Nonmarketable,Foreign Series,264.342,0,264.342,9,2019,4,2019,3,8,31
31/08/2019,Nonmarketable,State and Local Government Series,44785.83225,0,44785.83225,10,2019,4,2019,3,8,31
31/08/2019,Nonmarketable,United States Savings Securities,152642.0185,0,152642.0185,11,2019,4,2019,3,8,31
31/08/2019,Nonmarketable,Government Account Series,244960.4541,5839652.84,6084613.294,12,2019,4,2019,3,8,31
31/08/2019,Nonmarketable,Other,1859.089084,0,1859.089084,13,2019,4,2019,3,8,31
31/08/2019,Total Nonmarketable,_,474506.9159,5839652.84,6314159.756,14,2019,4,2019,3,8,31
31/08/2019,Total Public Debt Outstanding,_,16596815.64,5863651.036,22460466.67,15,2019,4,2019,3,8,31
31/07/2019,Marketable,Bills,2205306.561,590.285,2205896.846,1,2019,4,2019,3,7,31
31/07/2019,Marketable,Notes,9636336.566,5884.5709,9642221.137,2,2019,4,2019,3,7,31
31/07/2019,Marketable,Bonds,2282191.208,8418.4299,2290609.638,3,2019,4,2019,3,7,31
31/07/2019,Marketable,Treasury Inflation-Protected Securities,1432180.76,355.4999608,1432536.26,4,2019,4,2019,3,7,31
31/07/2019,Marketable,Floating Rate Notes,388058.3278,8.99,388067.3178,5,2019,4,2019,3,7,31
31/07/2019,Marketable,Federal Financing Bank,0,8809.198,8809.198,6,2019,4,2019,3,7,31
31/07/2019,Total Marketable,_,15944073.42,24066.97376,15968140.4,7,2019,4,2019,3,7,31
31/07/2019,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2019,4,2019,3,7,31
31/07/2019,Nonmarketable,Foreign Series,264.342,0,264.342,9,2019,4,2019,3,7,31
31/07/2019,Nonmarketable,State and Local Government Series,43643.0783,0,43643.0783,10,2019,4,2019,3,7,31
31/07/2019,Nonmarketable,United States Savings Securities,153029.3956,0,153029.3956,11,2019,4,2019,3,7,31
31/07/2019,Nonmarketable,Government Account Series,38352.35919,5787117.343,5825468.702,12,2019,4,2019,3,7,31
31/07/2019,Nonmarketable,Other,1827.238208,0,1827.238208,13,2019,4,2019,3,7,31
31/07/2019,Total Nonmarketable,_,267111.5933,5787117.343,6054227.936,14,2019,4,2019,3,7,31
31/07/2019,Total Public Debt Outstanding,_,16211185.02,5811184.316,22022369.33,15,2019,4,2019,3,7,31
30/06/2019,Marketable,Bills,2250353.858,580.005,2250933.863,1,2019,3,2019,2,6,30
30/06/2019,Marketable,Notes,9548046.684,6369.9619,9554416.646,2,2019,3,2019,2,6,30
30/06/2019,Marketable,Bonds,2266020.179,8453.4637,2274473.643,3,2019,3,2019,2,6,30
30/06/2019,Marketable,Treasury Inflation-Protected Securities,1432114.656,347.9520405,1432462.608,4,2019,3,2019,2,6,30
30/06/2019,Marketable,Floating Rate Notes,409798.0104,5.475,409803.4854,5,2019,3,2019,2,6,30
30/06/2019,Marketable,Federal Financing Bank,0,8809.198,8809.198,6,2019,3,2019,2,6,30
30/06/2019,Total Marketable,_,15906333.39,24566.05564,15930899.44,7,2019,3,2019,2,6,30
30/06/2019,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2019,3,2019,2,6,30
30/06/2019,Nonmarketable,Foreign Series,264.342,0,264.342,9,2019,3,2019,2,6,30
30/06/2019,Nonmarketable,State and Local Government Series,47865.14739,0,47865.14739,10,2019,3,2019,2,6,30
30/06/2019,Nonmarketable,United States Savings Securities,153407.3336,0,153407.3336,11,2019,3,2019,2,6,30
30/06/2019,Nonmarketable,Government Account Series,48750.97579,5810294.515,5859045.491,12,2019,3,2019,2,6,30
30/06/2019,Nonmarketable,Other,1805.707553,0,1805.707553,13,2019,3,2019,2,6,30
30/06/2019,Total Nonmarketable,_,282088.6864,5810294.515,6092383.201,14,2019,3,2019,2,6,30
30/06/2019,Total Public Debt Outstanding,_,16188422.07,5834860.571,22023282.64,15,2019,3,2019,2,6,30
31/05/2019,Marketable,Bills,2353292.071,654.165,2353946.236,1,2019,3,2019,2,5,31
31/05/2019,Marketable,Notes,9511363.201,5028.9109,9516392.112,2,2019,3,2019,2,5,31
31/05/2019,Marketable,Bonds,2247948.989,10525.063,2258474.052,3,2019,3,2019,2,5,31
31/05/2019,Marketable,Treasury Inflation-Protected Securities,1409989.911,305.898081,1410295.809,4,2019,3,2019,2,5,31
31/05/2019,Marketable,Floating Rate Notes,391796.6945,6.77,391803.4645,5,2019,3,2019,2,5,31
31/05/2019,Marketable,Federal Financing Bank,0,10339.458,10339.458,6,2019,3,2019,2,5,31
31/05/2019,Total Marketable,_,15914390.87,26860.26498,15941251.13,7,2019,3,2019,2,5,31
31/05/2019,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2019,3,2019,2,5,31
31/05/2019,Nonmarketable,Foreign Series,264.342,0,264.342,9,2019,3,2019,2,5,31
31/05/2019,Nonmarketable,State and Local Government Series,52845.1715,0,52845.1715,10,2019,3,2019,2,5,31
31/05/2019,Nonmarketable,United States Savings Securities,153752.2198,0,153752.2198,11,2019,3,2019,2,5,31
31/05/2019,Nonmarketable,Government Account Series,49278.8318,5797280.835,5846559.667,12,2019,3,2019,2,5,31
31/05/2019,Nonmarketable,Other,1755.724103,0,1755.724103,13,2019,3,2019,2,5,31
31/05/2019,Total Nonmarketable,_,287892.4692,5797280.835,6085173.304,14,2019,3,2019,2,5,31
31/05/2019,Total Public Debt Outstanding,_,16202283.34,5824141.1,22026424.44,15,2019,3,2019,2,5,31
30/04/2019,Marketable,Bills,2383330.156,662.965,2383993.121,1,2019,3,2019,2,4,30
30/04/2019,Marketable,Notes,9485848.786,5539.9009,9491388.687,2,2019,3,2019,2,4,30
30/04/2019,Marketable,Bonds,2222584.008,10417.5566,2233001.564,3,2019,3,2019,2,4,30
30/04/2019,Marketable,Treasury Inflation-Protected Securities,1389990.207,285.0475497,1390275.255,4,2019,3,2019,2,4,30
30/04/2019,Marketable,Floating Rate Notes,371903.2109,10.28,371913.4909,5,2019,3,2019,2,4,30
30/04/2019,Marketable,Federal Financing Bank,0,10339.458,10339.458,6,2019,3,2019,2,4,30
30/04/2019,Total Marketable,_,15853656.37,27255.20805,15880911.58,7,2019,3,2019,2,4,30
30/04/2019,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2019,3,2019,2,4,30
30/04/2019,Nonmarketable,Foreign Series,264.342,0,264.342,9,2019,3,2019,2,4,30
30/04/2019,Nonmarketable,State and Local Government Series,58030.29769,0,58030.29769,10,2019,3,2019,2,4,30
30/04/2019,Nonmarketable,United States Savings Securities,154146.1929,0,154146.1929,11,2019,3,2019,2,4,30
30/04/2019,Nonmarketable,Government Account Series,94941.97099,5807624.161,5902566.132,12,2019,3,2019,2,4,30
30/04/2019,Nonmarketable,Other,1755.037688,0,1755.037688,13,2019,3,2019,2,4,30
30/04/2019,Total Nonmarketable,_,339133.0213,5807624.161,6146757.182,14,2019,3,2019,2,4,30
30/04/2019,Total Public Debt Outstanding,_,16192789.39,5834879.369,22027667.76,15,2019,3,2019,2,4,30
31/03/2019,Marketable,Bills,2479406.76,628.429,2480035.189,1,2019,2,2019,1,3,31
31/03/2019,Marketable,Notes,9410162.463,4107.3816,9414269.845,2,2019,2,2019,1,3,31
31/03/2019,Marketable,Bonds,2203850.017,13149.5906,2216999.608,3,2019,2,2019,1,3,31
31/03/2019,Marketable,Treasury Inflation-Protected Securities,1420671.11,297.9310857,1420969.041,4,2019,2,2019,1,3,31
31/03/2019,Marketable,Floating Rate Notes,396274.8155,10.28,396285.0955,5,2019,2,2019,1,3,31
31/03/2019,Marketable,Federal Financing Bank,0,10339.458,10339.458,6,2019,2,2019,1,3,31
31/03/2019,Total Marketable,_,15910365.17,28533.07029,15938898.24,7,2019,2,2019,1,3,31
31/03/2019,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2019,2,2019,1,3,31
31/03/2019,Nonmarketable,Foreign Series,264.342,0,264.342,9,2019,2,2019,1,3,31
31/03/2019,Nonmarketable,State and Local Government Series,61974.8247,0,61974.8247,10,2019,2,2019,1,3,31
31/03/2019,Nonmarketable,United States Savings Securities,154532.7614,0,154532.7614,11,2019,2,2019,1,3,31
31/03/2019,Nonmarketable,Government Account Series,45624.4735,5794954.537,5840580.01,12,2019,2,2019,1,3,31
31/03/2019,Nonmarketable,Other,1635.265328,0,1635.265328,13,2019,2,2019,1,3,31
31/03/2019,Total Nonmarketable,_,294026.8469,5794954.537,6088982.384,14,2019,2,2019,1,3,31
31/03/2019,Total Public Debt Outstanding,_,16204392.01,5823487.607,22027879.62,15,2019,2,2019,1,3,31
28/02/2019,Marketable,Bills,2395382.014,659.929,2396041.943,1,2019,2,2019,1,2,28
28/02/2019,Marketable,Notes,9371585.039,4686.0376,9376271.077,2,2019,2,2019,1,2,28
28/02/2019,Marketable,Bonds,2187909.022,13090.7814,2200999.803,3,2019,2,2019,1,2,28
28/02/2019,Marketable,Treasury Inflation-Protected Securities,1407438.975,300.2896944,1407739.264,4,2019,2,2019,1,2,28
28/02/2019,Marketable,Floating Rate Notes,378285.159,0,378285.159,5,2019,2,2019,1,2,28
28/02/2019,Marketable,Federal Financing Bank,0,10339.458,10339.458,6,2019,2,2019,1,2,28
28/02/2019,Total Marketable,_,15740600.21,29076.49569,15769676.7,7,2019,2,2019,1,2,28
28/02/2019,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2019,2,2019,1,2,28
28/02/2019,Nonmarketable,Foreign Series,264.342,0,264.342,9,2019,2,2019,1,2,28
28/02/2019,Nonmarketable,State and Local Government Series,61178.92385,0,61178.92385,10,2019,2,2019,1,2,28
28/02/2019,Nonmarketable,United States Savings Securities,154933.0387,0,154933.0387,11,2019,2,2019,1,2,28
28/02/2019,Nonmarketable,Government Account Series,262303.6044,5835551.905,6097855.51,12,2019,2,2019,1,2,28
28/02/2019,Nonmarketable,Other,1622.747464,0,1622.747464,13,2019,2,2019,1,2,28
28/02/2019,Total Nonmarketable,_,510297.8364,5835551.905,6345849.742,14,2019,2,2019,1,2,28
28/02/2019,Total Public Debt Outstanding,_,16250898.04,5864628.401,22115526.45,15,2019,2,2019,1,2,28
31/01/2019,Marketable,Bills,2298360.313,704.565,2299064.878,1,2019,2,2019,1,1,31
31/01/2019,Marketable,Notes,9351632.425,4217.3126,9355849.738,2,2019,2,2019,1,1,31
31/01/2019,Marketable,Bonds,2177714.733,12800.975,2190515.708,3,2019,2,2019,1,1,31
31/01/2019,Marketable,Treasury Inflation-Protected Securities,1403460.525,326.6707779,1403787.196,4,2019,2,2019,1,1,31
31/01/2019,Marketable,Floating Rate Notes,360290.2529,0,360290.2529,5,2019,2,2019,1,1,31
31/01/2019,Marketable,Federal Financing Bank,0,10339.458,10339.458,6,2019,2,2019,1,1,31
31/01/2019,Total Marketable,_,15591458.25,28388.98138,15619847.23,7,2019,2,2019,1,1,31
31/01/2019,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2019,2,2019,1,1,31
31/01/2019,Nonmarketable,Foreign Series,264.342,0,264.342,9,2019,2,2019,1,1,31
31/01/2019,Nonmarketable,State and Local Government Series,61438.49315,0,61438.49315,10,2019,2,2019,1,1,31
31/01/2019,Nonmarketable,United States Savings Securities,155254.133,0,155254.133,11,2019,2,2019,1,1,31
31/01/2019,Nonmarketable,Government Account Series,261182.8116,5852807.263,6113990.075,12,2019,2,2019,1,1,31
31/01/2019,Nonmarketable,Other,1633.58,0,1633.58,13,2019,2,2019,1,1,31
31/01/2019,Total Nonmarketable,_,509768.5397,5852807.263,6362575.803,14,2019,2,2019,1,1,31
31/01/2019,Total Public Debt Outstanding,_,16101226.79,5881196.245,21982423.03,15,2019,2,2019,1,1,31
31/12/2018,Marketable,Bills,2339374.304,618.281,2339992.585,1,2019,1,2018,4,12,31
31/12/2018,Marketable,Notes,9292753.221,4294.2756,9297047.497,2,2019,1,2018,4,12,31
31/12/2018,Marketable,Bonds,2161472.072,13049.063,2174521.135,3,2019,1,2018,4,12,31
31/12/2018,Marketable,Treasury Inflation-Protected Securities,1412256.447,334.6981872,1412591.145,4,2019,1,2018,4,12,31
31/12/2018,Marketable,Floating Rate Notes,383815.0941,0,383815.0941,5,2019,1,2018,4,12,31
31/12/2018,Marketable,Federal Financing Bank,0,10339.458,10339.458,6,2019,1,2018,4,12,31
31/12/2018,Total Marketable,_,15589671.14,28635.77579,15618306.91,7,2019,1,2018,4,12,31
31/12/2018,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2019,1,2018,4,12,31
31/12/2018,Nonmarketable,Foreign Series,264.342,0,264.342,9,2019,1,2018,4,12,31
31/12/2018,Nonmarketable,State and Local Government Series,66197.46449,0,66197.46449,10,2019,1,2018,4,12,31
31/12/2018,Nonmarketable,United States Savings Securities,155795.1675,0,155795.1675,11,2019,1,2018,4,12,31
31/12/2018,Nonmarketable,Government Account Series,258083.4884,5843793.43,6101876.918,12,2019,1,2018,4,12,31
31/12/2018,Nonmarketable,Other,1659.747332,0,1659.747332,13,2019,1,2018,4,12,31
31/12/2018,Total Nonmarketable,_,511995.3897,5843793.43,6355788.819,14,2019,1,2018,4,12,31
31/12/2018,Total Public Debt Outstanding,_,16101666.53,5872429.205,21974095.73,15,2019,1,2018,4,12,31
30/11/2018,Marketable,Bills,2388456.316,643.781,2389100.097,1,2019,1,2018,4,11,30
30/11/2018,Marketable,Notes,9236034.012,4399.6206,9240433.633,2,2019,1,2018,4,11,30
30/11/2018,Marketable,Bonds,2145312.641,13208.5321,2158521.173,3,2019,1,2018,4,11,30
30/11/2018,Marketable,Treasury Inflation-Protected Securities,1395633.826,265.1467107,1395898.973,4,2019,1,2018,4,11,30
30/11/2018,Marketable,Floating Rate Notes,365811.2764,4.5,365815.7764,5,2019,1,2018,4,11,30
30/11/2018,Marketable,Federal Financing Bank,0,10339.458,10339.458,6,2019,1,2018,4,11,30
30/11/2018,Total Marketable,_,15531248.07,28861.03841,15560109.11,7,2019,1,2018,4,11,30
30/11/2018,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2019,1,2018,4,11,30
30/11/2018,Nonmarketable,Foreign Series,264.342,0,264.342,9,2019,1,2018,4,11,30
30/11/2018,Nonmarketable,State and Local Government Series,68984.57655,0,68984.57655,10,2019,1,2018,4,11,30
30/11/2018,Nonmarketable,United States Savings Securities,156225.037,0,156225.037,11,2019,1,2018,4,11,30
30/11/2018,Nonmarketable,Government Account Series,255970.7331,5776914.647,6032885.38,12,2019,1,2018,4,11,30
30/11/2018,Nonmarketable,Other,1630.252603,0,1630.252603,13,2019,1,2018,4,11,30
30/11/2018,Total Nonmarketable,_,513070.1212,5776914.647,6289984.768,14,2019,1,2018,4,11,30
30/11/2018,Total Public Debt Outstanding,_,16044318.19,5805775.685,21850093.88,15,2019,1,2018,4,11,30
31/10/2018,Marketable,Bills,2257390.51,610.891,2258001.401,1,2019,1,2018,4,10,31
31/10/2018,Marketable,Notes,9213590.63,4619.5516,9218210.181,2,2019,1,2018,4,10,31
31/10/2018,Marketable,Bonds,2129632.856,13189.4088,2142822.264,3,2019,1,2018,4,10,31
31/10/2018,Marketable,Treasury Inflation-Protected Securities,1382052.858,234.7058689,1382287.564,4,2019,1,2018,4,10,31
31/10/2018,Marketable,Floating Rate Notes,346235.25,0,346235.25,5,2019,1,2018,4,10,31
31/10/2018,Marketable,Federal Financing Bank,0,10339.458,10339.458,6,2019,1,2018,4,10,31
31/10/2018,Total Marketable,_,15328902.1,28994.01527,15357896.12,7,2019,1,2018,4,10,31
31/10/2018,Nonmarketable,Domestic Series,29995.18,0,29995.18,8,2019,1,2018,4,10,31
31/10/2018,Nonmarketable,Foreign Series,264.342,0,264.342,9,2019,1,2018,4,10,31
31/10/2018,Nonmarketable,State and Local Government Series,72049.86062,0,72049.86062,10,2019,1,2018,4,10,31
31/10/2018,Nonmarketable,United States Savings Securities,156483.8798,0,156483.8798,11,2019,1,2018,4,10,31
31/10/2018,Nonmarketable,Government Account Series,254062.8586,5830046.442,6084109.301,12,2019,1,2018,4,10,31
31/10/2018,Nonmarketable,Other,1571.07437,0,1571.07437,13,2019,1,2018,4,10,31
31/10/2018,Total Nonmarketable,_,514427.1954,5830046.442,6344473.638,14,2019,1,2018,4,10,31
31/10/2018,Total Public Debt Outstanding,_,15843329.3,5859040.458,21702369.76,15,2019,1,2018,4,10,31
30/09/2018,Marketable,Bills,2239473.399,462.883,2239936.282,1,2018,4,2018,3,9,30
30/09/2018,Marketable,Notes,9150300.575,4079.1046,9154379.68,2,2018,4,2018,3,9,30
30/09/2018,Marketable,Bonds,2114982.477,12840.0558,2127822.533,3,2018,4,2018,3,9,30
30/09/2018,Marketable,Treasury Inflation-Protected Securities,1376179.678,245.8730158,1376425.551,4,2018,4,2018,3,9,30
